customer_tweet_id,customer_id,customer_message,amazon_reply_id,amazon_reply
74730,132727,@AmazonHelp Oh que oui ! Ils ont vraiment bien travaillé sur ce dernier jeu !,74729,@132727 Effectivement 😉 Puis-je vous demander de remplir le formulaire suivant afin de mémoriser notre agréable échange s'il vous plaît : https://t.co/HtUowg2UGX ?🎮 ^MA
74732,132727,"@AmazonHelp Il est génial, je n'avais pas été aussi conquise par un assassin depuis le grand Ezio. Il a une histoire très touchante et j'aime beaucoup sa personnalité, il me fait énormément penser à Ezio c'est dingue",74731,@132727 Je l'adore aussi 😍 Son costume rouge et blanc me fascine. ^MA
74734,132727,"@AmazonHelp Effectivement oui ahah, mais c'est surtout que je suis une grande fan d'assassin's creed (j'ai même un tatouage du jeu)",74733,@132727 Oh 😍 Que pensez-vous de Bayek ? ^MA
74736,132727,@AmazonHelp J'ai pris un pack avec 4 jeux directement ! Mais j'aurais bien aimé avoir AC Origins dans le lot :(,74735,@132727 Vous êtes fan d'action à ce que je vois 😝 ^MA
74738,132727,@AmazonHelp livraison estimée entre le 29 novembre et le 1 décembre. J'ai hâte !!!! Même si mon compte bancaire en prends un coup ahah,74737,@132727 Je fais appel à votre patience 😝 Des jeux en vue ? ^KD
74740,132727,"Gros craquage ce midi, j'étais en pause déjeuner et sur un coup de tête j'ai acheté une ps4 sur @120533 😇",74739,@132727 Ah super ! 😍 quel est la date prévue de votre commande ? ^SB
74742,132728,@AmazonHelp Correct too a Zoe in reception . But they must have delivered to wrong building. I’ve been everywhere around the delivery place but can’t find this Zoe,74744,"@132728 I'm so sorry about this, Martin! Please contact us here so we can investigate this further:  https://t.co/JzP7hlA23B ^SA"
74743,132728,@AmazonHelp good morning the delivery driver has delivered to wrong address and don’t know where he’s delivered too . Please help,74741,"@132728 I'm sorry that your parcel has been delivered to the wrong address, Martin. Just to clarify, your order is showing it was delivered, but you have not received it?"
74747,132729,"@116928 Llevo años comprando productos en vuestra plataforma y quitando algún retraso todo ha ido bien, sin embargo este mes os habéis coronado... Retraso de 2 semanas y encima productos ""reacondicionado"" cuando los compré nuevos. https://t.co/LgO8OaOd6n",74745,@132729 ¡Hola Nacho! Lamento el inconveniente. En este caso necesitamos saber si ¿el producto llego en buen estado? y si ¿Fue comprado directamente con nosotros o con un vendedor externo? ^NP
74749,132730,"@AmazonHelp Nope everything I've ordered I've received already and their payments are also on my statement, and I have no subscriptions",74751,"@132730 Thank you for letting us know about that! I'm so sorry about this unknown charge! Please contact us here so we may take a closer look into this for you, Aimée:  https://t.co/hApLpMlfHN ^SA"
74750,132730,@AmazonHelp I've got a payment about to go on out from my bank for £1 to amazon...i haven't bought anything for £1?! The last thing I bought was paid in full so...?,74748,@132730 Hi. This amount may be an authorization charge: Explains further here: https://t.co/PqiTPd88Xg Have you any pending orders/subscriptions with us? ^NV
74756,132731,"@115821 I mean, look at this freaking update I received. This basically says, ""We have no idea where your **** is but hey wait another three days and maybe we'll help you out."" Ridiculous. So unprofessional. Bring back Fedex deliveries. https://t.co/j2AOJg4NQ6",74753,"@132731 Apologies for the delay. Has the tracking been updated? If so, what does it show.^CN"
74757,132731,"Dear @115821 :

Your ""Amazon Logistics"" delivery system is the worst. Yet another one of my packages failed to be delivered within two-day window of Prime. I'm not paying to have some incompetent uber-esque amateur delivery service. Not renewing my Prime until things change.",74758,@132731 I realize that late packages are frustrating. This is our busiest time of year and unfortunately that slows everything down a bit. Were you able to reach out to us regarding your most recent late package? ^SP (2/2)
74757,132731,"Dear @115821 :

Your ""Amazon Logistics"" delivery system is the worst. Yet another one of my packages failed to be delivered within two-day window of Prime. I'm not paying to have some incompetent uber-esque amateur delivery service. Not renewing my Prime until things change.",74759,"@132731 I'm very sorry that your package was late, Eric. If you are consistently having issues with the same carrier, you can request that the carrier be deprioritized. Then that carrier won't be used for you except in rare cases. (1/2)"
74761,132732,@115850 where the winners list of OnePlus5T app quiz &amp; LG Q6 app quiz?,74760,@132732 Both the winner's list will be announced soon. Stay tuned with us! ^SF
74763,132733,"@AmazonHelp 分かりました！
ありがとうございます",74765,@132733 恐れ入ります、どうぞよろしくお願いいたします。リプライありがとうございました。　SM
74764,132733,あまぞんいつまでたっても支払い番号教えてくれないんだけど💢💢💢,74762,@132733 ご心配をおかけしております。お支払い番号の発行のタイミングは、商品によって異なります。（ご予約商品やお取り寄せ商品など、発効までにお時間がかかる場合もございます） https://t.co/w7pekJAmOO 恐れ入りますが、お届け予定日を目安にお待ちください。RI
74767,132734,@115850 @AmazonHelp I need to contact customer support ASAP regarding bad behaviour of a seller.,74766,"@132734 Apologies for the trouble, Mayank. Please report it to our support team here: https://t.co/vlvfJr4nN9 and we'll take necessary actions to make things right.^AR"
74769,132735,@AmazonHelp Et une vrai solution vous avez pas ?,74771,"@132735 Une solution vous sera proposée au niveau de votre SAV. Vous pouvez les contacter en cliquant sur le lien fourni par mon collègue.
^MD"
74770,132735,"@120533 c’est ça votre emballage cadeau à 2,99€ ? Vous avez régressé sérieux 3€ pour un truc que je vais devoir refaire parce qu’il est moche et transparent, c’est du papier carton pour chaussures vous déconnez !!!?! https://t.co/igr56f7y4U",74768,"@132735 Bonjour, je suis désolé pour cela 😔 Sachez que vous pouvez soumettre une évaluation sur l'emballage via le lien suivant : https://t.co/yPgAjacwyh
Vous pouvez aussi le signaler à notre SAV via : https://t.co/hgIrz98cdI"
74774,132736,魔法使いの嫁もメイドインアビスもAmazon prime会員で追加料金なしにサクサク見れる…やばい…,74773,@132736 こんばんは、Amazonです。プライム・ビデオ、お楽しみいただけたら幸いです😊✨ サクサク見ちゃってくださいね～🎵 RI
74776,132737,"@AmazonHelp Dear @AmazonHelp, I am going to install the product ( as it is very delayed now☹️) and send you the charges for the same. Kindly reimburse the balance in form of amazon pay balance.  Thank you.",74778,"@132737 I understand your concern regarding the installation of your product. Twitter being a social platform, we do not have access to your account. As informed earlier, kindly reply to the email you received from social media team for further assistance. ^MO"
74779,132737,@AmazonHelp I have replied to that mail but there is no response from the team.,74780,@132737 Thanks for writing back to us. We'll surely get back to you at the earliest to get this done. Appreciate your patience here. ^BV
74777,132737,@AmazonHelp Waiting for further update.,74775,@132737 We've sent a correspondence regarding this here: https://t.co/8DAc10S7ww; Kindly check and reply so that we can check further on this. ^VN
74782,132737,@AmazonHelp details sent. kindly check,74781,@132737 Thanks for confirming. We'll reach out to you soon with an update. ^SG
74784,132737,@AmazonHelp I have tried multiple times to contact to customer care. But no call is received from their end. Kindly resolve the issue as soon as possible,74783,@132737 I'm sorry you're unable to connect with our support team. Please send us your details using this link: https://t.co/GIJyeYqKE0 and we'll get in touch with you. ^AM
74787,132737,Dear @115821 please mention complete info for product (https://t.co/Mh8VGEubOd). Accessories price not mentioned. @49465 take 22 days to respond for installation request (after multiple calls) and engineer charges Rs. 800.(Reg. No. 7840045107). #disappointed #badservice,74785,"@132737 I get your disappointment, Raju. I have checked and can see that the product has inbuilt accessories. However, please report this to our support team here: https://t.co/R3EfhzgU8B for further assistance. 1/2 ^NK"
74791,132738,@AmazonHelp Any idea why this can’t be shipped to Northern Ireland? First time this has happened in all my time on Amazon 😞 https://t.co/7O5eVXnmxv,74789,"@132738 Hi Chris, some items aren't available to be delivered to Northern Ireland. You can find out more about delivery restrictions here: https://t.co/jvtsYifws0. ^PJ"
74794,132740,"@AmazonHelp Hmm, very strange. It seems to work on another browser. Any idea how to fix this bug?",74796,"@132740 I'm glad you're able to locate your orders! As for your browser, here's a list of our supported browsers: https://t.co/HC42nQRFPl ^TK"
74797,132740,"@AmazonHelp I am using Firefox, but it still fails to display the orders.",74798,"@132740 That's odd! Have you tried clearing the cache and
removing cookies? 

-RD"
74795,132740,@AmazonHelp All my order history is gone. It's been like this since my Prime expired and now I don't know if I have to re-order. Help? https://t.co/zxCIiZFcSc,74793,"@132740 Hi, are you using the app or browser? Have you tried using a different browser or device? ^JC."
74800,132740,"@AmazonHelp No specific date. It just amazes me that I order in advance, but people on a whim can go to a shop and get it before me. https://t.co/jx1hS2Pr3V",74799,"@132740 I definitely understand your frustration! We're excited about it, too! Was your order eligible for release day delivery? You can find more information about release day delivery here: https://t.co/jDca6cwMAr ^TK"
74802,132740,What was the point of PRE-ORDERING the book if I can't get it on release day? D:&lt; @115830 https://t.co/lN2VAATpHu,74801,"@132740 Hi, sorry to see that. What delivery date was confirmed in the order confirmation email? ^JJ"
74804,132471,@AmazonHelp i had sol my nokia luma on 22nd september nd its been more than 60 days i havent neither recieved back my product nor the money is been reimbursed..despite contacting u many times no solution is been provided..the order status says product is been returned but hasnt.,74803,"@132471 Hi, we don't have access to your account through twitter. Could you provide some further info regarding this issue? Were you returning the phone for repair/refund? What site was it purchased through Amazon US/UK/IN or another location?^ES"
65882,132741,@115850 Indeed the best service. Absolutely loving it. It just needs a bank checkout feature. #AmazonPay #InstantPayment,74805,"@132741 Thank you so much for your kind words, Samit. We're happy when our customers are happy. :) ^HS"
74807,132742,@AmazonHelp C'est fait merci. Je sais que je peux compter sur Amazon pour régler les problèmes en SAV mais je commence en avoir marre de cumuler les problèmes de livraisons tous transporteurs confondus.,74809,"@132742 Je vous comprends parfaitement, merci de nous tenir informé de la situation s'il vous plaît, nous restons à votre disposition en cas de besoin. ^SA"
74808,132742,Chere @132743 je viens de t'envoyer une réclamation pour un colis ouvert pendant qu'il était sous ta responsabilité. Le margoulin n'a heureusement pas trouvé le contenu a son goût. Je transmet dans la foulée a @2600 qui doit également se lasser de ce piètre service.,74806,"@132742 Bonjour, je suis sincèrement désolé par rapport à cela. Veuillez le signaler à notre SAV via le lien suivant :  https://t.co/hgIrz98cdI"
74811,132744,@AmazonHelp hi! I made an order on Black Friday with a cancelled card and the price has gone back up 🙈 Can I pay with a working card?,74810,"@132744 Hi Laura! You can place the order again however, we won't be able to match the discounted price.^CN"
74813,132745,@AmazonHelp To whom I have to write back mention the id I will write what you want,74815,"@132745 May I know if you've received any email from our Social media team? If yes, then kindly reply to it with your further insight and we'll reach out to you with an update on it.  ^HS"
74814,132745,"@AmazonHelp Mj where is the bull shit update from your side, making false update and running fake offers and website, shame on you",74812,@132745 We wouldn't be able to offer or provide further insight till we receive your write back. We don't have direct access to your Amazon account. Appreciate your understanding here. ^CB
74817,132745,"@AmazonHelp Have u gone mad or you're making me mad, you won't deliver order, won't refund the amount and you doesn't act on complaint just ask to fill or tell details every time I contacted you. Not a single time I got a positive response Sir action taken, if asked it's against your policy",74816,"@132745 I'm sorry to see you disappointed with our support, we have been requesting write back to the social media correspondence you have in your registered email account so that we can gain access to your account. We promise to get back with an update. ^MJ"
74820,132745,@AmazonHelp First please send email then only I can reply to you,74819,"@132745 You can check the correspondence we've sent to you here: https://t.co/fYrzNInVt2. If you've already replied to our email, we'll check and get back to you. ^MO"
74822,132745,@AmazonHelp That's what I'm saying,74821,"@132745 We'd really like to help you out, Srinu. However, I would request you to reply to the email sent from Social Media team in order to assist you further. ^SM"
74824,132745,@AmazonHelp  https://t.co/A14wLE2Asi,74823,@132745 Could you please confirm if you've responded to social media team correspondence? ^MN
74826,132745,"@AmazonHelp No new mail received till now, previously you said you're working on it and need some time",74825,"@132745 I understand that you're upset, Srinu. As requested, please respond to the last email that was sent to you by the social media team for further assistance. We will check and assist you further. Appreciate your understanding. ^NK"
74829,132745,@AmazonHelp How much more time is required for refunding,74827,@132745 We've sent the correspondence to your registered email address. Request you to check the email and reply to it with your insight for further assistance. ^PR
74832,132745,@AmazonHelp Didn't get any further update,74830,"@132745 I'm sorry, please find an email correspondence from our team here: https://t.co/DTSNmGldJf and revert, we'll be glad to help you. ^SI"
74834,132745,@AmazonHelp Already dropped,74833,"@132745 We have your details and we're working on this issue. Kindly wait for an update, we will get in touch with you shortly. ^SM"
74836,132745,"@AmazonHelp Provided the same last week till now no update and you are saying we'll contact in 12 hrs, shame on you @AmazonHelp @115850 for giving false commitment and providing worst service. Regards Srinu",74835,@132745 I'm sorry for the confusion. Kindly drop in your details here : https://t.co/beaaDm0muc and we'll have this checked for you. ^SD
74838,132745,"@AmazonHelp Already shared, the order no is 171-9580791-4474727 dated 2nd Nov 2017",74837,"@132745 Twitter being a social platform, we would not be able to directly access your account details. Request you to share the details using the secured link provided earlier and we'll have this checked for you. (1/2) ^SD"
74841,132745,"@AmazonHelp Regarding order no.  171-9580791-4474727. On 16 nov u r customer representative assured the said order will be delivered within a week, but till now no further updates, again I called customer care now he says it will be dispatched only after 24 nov only. What's wrong with you??? https://t.co/qGQMbBKQ8c",74840,"@132745 I'm sorry for the hassle. Please share your details here : https://t.co/beaaDm0muc and we will be glad to help you. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SD"
74843,132745,"@115850 order 171-9580791-4474727 very rude customer care, doesn't listen, says wait till Nov 17 either u'll get u r item or amount Will be refunded.",74842,"@132745 We regret the inconvenience. Please drop in your details here: https://t.co/GIJyeYqKE0. We'll look into it. Also, please don’t provide your account details as we consider them to be personal information. Our Twitter page is visible to public. ^SB"
74845,132746,@AmazonHelp Already reported. Please re-ship my order. I'll not place a fresh order.,74847,"@132746 I'm afraid we'll not be able to reinstate canceled orders for a delivery attempt. However, we'll be sure to review your experience internally as a feedback. We request you to place a fresh order. ^YP"
74848,132746,@AmazonHelp I was not at home at the time of delivery and the delivery person didn't call me earlier. I expect rescheduling of shipment.What's my fault?,74849,"@132746 also, as informed once the order is marked as canceled we wouldn't be able to reinstate the same. Appreciate your understanding. 2/2 ^KH"
74848,132746,@AmazonHelp I was not at home at the time of delivery and the delivery person didn't call me earlier. I expect rescheduling of shipment.What's my fault?,74850,@132746 I get your disappointment. We regret for the inconvenience. This wasn't intended from our end. We'll surely escalate the details of your experience to our concerned team for review. 1/2 ^KH
74846,132746,@115821 @115850 @AmazonHelp How a delivery person cancel an order? Please rethink your shipment policy. Very disappointed today.,74844,@132746 Apologies for the unpleasant experience you had with our delivery associate. Please report this to our support team here:  https://t.co/rS49hgaADF. ^VH
74984,132786,"Amazonから未だに返品完了の通知来ないんだけどどういうこと？
Amazon詳しい人教えてください(๑o̴̶̷᷄﹏o̴̶̷̥᷅๑)",74983,@132786 失礼いたします。Amazonから発送された商品の返品について、返品状況はアカウントサービスの注文履歴でご確認いただけます。詳細はこちらのヘルプページをご参照ください。　https://t.co/OhR9OMWYSO　SM
75818,132975,"@119625 @132976 Woah! This is life, the stuff that you wait for between periods of living. Already making plans for Dec 8. #TheGrandTour &lt;3",75817,@132975 We hear you!! Can you tell us more about your love of grand tour :https://t.co/3d1RW7myua ^HR https://t.co/J43HhvBL4d
75818,132975,"@119625 @132976 Woah! This is life, the stuff that you wait for between periods of living. Already making plans for Dec 8. #TheGrandTour &lt;3",75819,@132975 We hear you!! Can you tell us more about your love of grand tour : https://t.co/soExpMNlFh ? ^HR https://t.co/nXSF0EqWb5
75823,132977,@AmazonHelp No. Desde hace un rato en la web de Seur aparece que se entregará a partir de las 18:45.,75822,"@132977 Entiendo, en este caso te recomiendo poder esperar al final del día, si no lo llegas a recibir te pedimos que por favor te pongas en contacto con nuestro departamento de Servicio al Cliente, ingresando al siguiente enlace: https://t.co/OjvUxwnzPe ^KA"
75825,132977,"@AmazonHelp Si. Pedido que compré el domingo y todavía no ha llegado. Y ahora dice @80 que lo dejarán sobre las 19:00 . Ya me habéis atendido por teléfono magníficamente, pero lo de @80 es de traca.",75824,"@132977 Comprendo, ¿nos podrías indicar si te has podido contactar directamente con el transportista ^KA"
75827,132977,"El concepto de Amazon locker de @116928 es muy bueno, pero llega @80 y lo jode. Depositan los pedidos a ultimísima hora de la tarde haciendo de facto que el pedido tarde un día más.@80  dando ese toque de picaresca tan español.",75826,"@132977 Hola, sentimos los inconvenientes. ¿Nos podrías indicar si tienes algún pedido pendiente de entrega? ^KA"
75829,132978,@AmazonHelp Hi I have tried this  fix and the keyboard still doesn't  appear at the bottom of the screen.,75831,@132978 I'm sorry that didn't work. Please reach out to us here for further assistance: https://t.co/hApLpMlfHN ^RB
75830,132978,The keypad on my Kindle fire has disappeared.  The whole thing seems locked.  Anyone out there who can advise? @AmazonHelp,75828,"@132978 I'll be happy to help with this! To confirm, have you had a chance to try a full restart? Many issues with your Kindle can be solved by restarting your device: https://t.co/EVXWEvV6KP. Please keep us posted! ^SD"
75833,132979,Merci @120533 :) #XenobladeChronicles2 https://t.co/bswIkR8j43,75832,@132979 Quelle chaaaaaance 😍😍
75835,132980,@AmazonHelp Already shared the info over the link of my order will not be delivered at 8pm today (your decided delivery time ) then cancel my order refund my money and close my @115850 account permanently i don't wanna use shitty amazon services @115851 @132981,75837,@132980 Thank you for sharing your details. We'll work on this and get in touch with you at the earliest. ^BV
75836,132980,@AmazonHelp What shortly??  Only 2.5 hours remaining for delivery time over and it is impossible you to deliver my package at my door step better to use @118702 @115851 @132981,75834,@132980 We don't have direct access to your Amazon account over Twitter. Please share your information over the link. We'll do our best to make things right. ^CB
75839,132980,@AmazonHelp Called up @115850 customer care agent dipika supervisor ajay and manager Sohail is unable to do nothing they said wait for 3 more days you will receive ur product !! Why 3 more days if delivery date is for today ? @118702 @4030 @115851 @132981,75838,@132980 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB
75841,132980,@AmazonHelp Disappointing service from @115850 again delivery boy rejects to deliver my product he said do whatever u want i am not gonna deliver today and last date for delivery is today itself better to use @118702 @4030,75840,@132980 Apologies for the unpleasant experience with the delivery of your order. Could you please confirm if you've reported this to our support team yet? If you haven't please go ahead and report it here: https://t.co/T6y6Xlutbs and we'll take care of it. ^AR
75844,132980,@AmazonHelp Now it doesn't matter of previous orders but make sure this will deliver toay itself. Today is last delivery date. IT IS URGENT,75842,@132980 Please wait till the end of the day. I'm positive that the order should be delivered. Thank you for your understanding. ^SC
75846,132980,@115850 most of my orders never deliver on time this time make sure this order- 405-3706261-2923513 deliver on time #URGENT @AmazonHelp,75845,@132980 Certainly not the kind of comments we'd like to hear. We always aim to complete the order deliveries by the promised date. I'm sorry we could not meet your expectations. Could you confirm if we happened to miss the mentioned time frame? Do keep us posted.^AR
75848,132982,"@AmazonHelp I did, nobody looked into yet! @115851 @115850 @AmazonHelp",75850,"@132982 If you've shared the required details on the link provided earlier you must've received a correspondence from us, here: https://t.co/NTkrxpsbHJ. Feel free to revert on it for any concerns. ^YP"
75849,132982,"@115850 @115851 AmazonIN customer service is pathetic, I requested to refund to my amazon pay coz my bank account is closed! surprisingly Amazon like company do not have alternatives ways to refund a customer! Is Amazon most customer centric company? I doubt!",75847,"@132982 I'm sorry for the inconvenience. Please share your details here https://t.co/GIJyeYqKE0, we would look into this. ^MD"
75852,132983,Got a shoot coming up this Saturday but .. lights are not gonna come on time!:( @115821 please bring same day delivery here soon! 🙏🏿,75851,@132983 Oh no! What delivery date was provided in your order confirmation email? ^TS
75854,132984,@AmazonHelp Thanks for ur help but solve my problem,75856,@132984 I understand that you're concerned about your account. If an account is on hold an email will be sent to your registered email address mentioning the reason and details about your open orders. Kindly reply to the email for further assistance. ^BV
75857,132984,"@AmazonHelp 17 hour's but not a mail in my mail box for Amazon 
  today is 5 day and u not solve my problem,
Please tell me that's a ur services
In india",75858,@132984 Kindly check your junk and spam folders too. ^GK
75859,132984,@AmazonHelp No mail in junk and spam https://t.co/WFEvqr5kXu,75860,@132984 We understand your account has been on hold and you've not yet received an email from our account specialist teams. Once an account is on hold our teams usually take 1-2 weeks for them to review your account and get in touch with you. ^VM
75861,132984,@AmazonHelp 1 to 2 week and ........?,75862,@132984 Be assured that our specialist team will get in touch with you once they have reviewed your account. ^BV
75863,132984,@AmazonHelp Thanks.......,75864,@132984 You're welcome. ^AP
75855,132984,@118919 My name is neejamudin ansari and I place a Order in amazon before I add money in amazon pay balance than I place a Order but Order is place and some time Order is not show I call customer care of amazon that tell me account in hold so please why my account in hold,75853,"@132984 I get your concern, Neejmudin. A correspondence from our account specialists team has been sent to you here: https://t.co/8DAc10S7ww kindly check and reply. ^MN"
75866,132985,@AmazonHelp It's my office address and it closes by 6-6:15 pm. For the package i have to wait till 8 pm ?? And by the way it guy told me he is coming by 2 pm but still he is not der and not evening picking my call.,75868,"@132985 Apologies for the trouble. We'd deliver till 7:00pm on commercial addresses. Further, have you reported this to our support team here: https://t.co/vlvfJr4nN9? ^RB"
75869,132985,"@AmazonHelp Already did... I hope u guys take care of it properly, coz delivery agency is neither professional nor their the staff. Spoiling your name.",75870,"@132985 I get your concern regarding the delivery of your order. Please don't worry as you've reported it to our support team your concern will be taken care of. Also, as informed we'll have your package delivered to you by 7:00PM. Appreciate your understanding. ^KH"
75871,132985,"@AmazonHelp Didn't get the package today also, amazed. i waited till 7:15 pm though my office closes at 6 pm. Thank u very much",75872,@132985 We apologize for the delay on the delivery of the package. We would like to take a closer look. Kindly share your details here: https://t.co/GIJyeYqKE0 and we'll reach out to you soon. ^VH
75867,132985,@115850 Amazon delivery service was used to be top amongst others but it feel it is now changing... File complaint still delivery guys dnt care... @115850 take care of it is am afraid to lose u https://t.co/kbaOohsfXq,75865,"@132985 I'm sorry for the experience with your delivery. However, we deliver the packages till 8pm. Hence, I request you to kindly wait till the mentioned time frame for the delivery. Keep us posted for any further issues. ^HS"
75874,132986,"@AmazonHelp Gracias por contestar tan rápidamente. Ciertamente, el retraso achacable no a @116928 sino a @132703 me genera un contratiempo importante. De hecho, hice la compra porque la fecha de entrega era ayer. De nuevo, gracias por vuestra atención.",75876,"@132986 Con mucho gusto Antonio, igualmente mantennos al tanto de la entrega de tu pedido. ^FZ"
75875,132986,"@132703 @116928 Buenas tardes. En ASM tienen mi pedido (31__credit_card__) desde ayer, día de entrega inicialmente previsto. Hoy me informan por sms de que la entrega se hará la próxima semana. ¿5 días para llevar al domicilio lo que tienen en su almacén? Gracias",75873,"@132986 ¡Hola Antonio! Siento mucho el inconveniente. En este caso por favor entra en contacto directamente con la transportadora en el enlace abajo, para obtener más información sobre tu pedido: https://t.co/meqnr4QIaC. ^NP"
75878,132987,"Encore une commande @120533 qui est perdue ... et cette fois-ci, c'est @132988 qui est responsable !
ça ne sert à rien de payer le Prime si la livraison est aussi bancale ! https://t.co/YnjrHH4d8Y",75877,"@132987 J'en suis sincèrement navré. N'ayant pas accès à votre compte, je vous invite à contacter notre SAV afin de connaitre la raison du retard. Veuillez le faire via le lien suivant :  https://t.co/hgIrz98cdI
^ARC"
75881,132989,"Fiz um pedido pelo site da @117086 ontem de noite/madrugada e hoje de manhã recebi uma mensagem dizendo que o pedido saiu para envio. 
Isso que eu chamo de eficiência.😍 👏",75879,"@132989 Que felicidade Laís! Agora é só contar os segundos😁, no momento que receber o pedido manda uma foto bem linda para gente tá? 🤗❤️ ^AZ https://t.co/mNsY1DVX3B"
75883,132990,What about the result @115850 https://t.co/wgKnWUL648,75882,@132990 The results are not out yet. Please stay tuned. ^YP
75886,132991,"@AmazonHelp I have already contacted ur customer support many times in past 3 days, still my order is not delivered yet, neither courier service is contacting me nor I can contact them, everytime I get the same mail from customer service that they have contacted courier, but still not (1/2)",75889,"@132991 As this is social media, we will be unable to connect with you directly from here or even access your details. Kindly respond to the email through the link provided here: https://t.co/RPOFMRsZ1c and we'll certainly get this checked for you. ^PB"
75888,132991,@AmazonHelp Yes i did,75884,"@132991 If you have shared your details with us, you should find our correspondence here :  https://t.co/DTSNmGldJf. Do keep us posted for further support. ^CB"
75891,132991,"@AmazonHelp All my past orders were being delivered at same address, still couldn't understand the problem.",75890,@132991 I get your concern. Could you please confirm if you've shared the details in the link provided to you earlier? ^SU
75894,132991,@AmazonHelp my order is late and courier service says they can't locate my home that too without contacting me. Courier guys does not pick up my call but my earlier orders reached at same location on time. Dont understand the problem now. pl. Look into it.,75892,"@132991 Sorry for the trouble with delivery, Prakhar. We have responded to this query here: https://t.co/YHTV29A2qY. Kindly check.  ^RI"
75896,132992,"@AmazonHelp 多分そうだったんだと思います。
メールチェックし忘れてました(´･ω･`)
登録解除しました！
丁寧にありがとうございます。",75895,"@132992 とんでもないことです、わかりにくくて申し訳ありませんでした。
今後ともご利用の際に何かお困りのことやご不明点があれば、いつでもご遠慮なくお問い合わせください。 RI"
75898,132992,わーAmazonプライム会員に勝手にしちゃってた、あんま使わんのに…解約解約……(´･ω･`),75897,@132992 Amazonプライム無料体験をご利用ではありませんか？その場合、自動更新設定をオフにしていないと30日後に有料会員へ移行します。なお、年会費請求時より特典未使用であれば、キャンセルと同時に返金いたします。 https://t.co/B5d8ID3epv  SM
75900,132993,@AmazonHelp No,75899,"@132993 I request you check your inbox/junk/spam folders. If you don't see any email from social media team, we request you to share your details again from the link provided here: https://t.co/mD515W2LYE and we'll have a closer look at your concern. ^HS"
75902,132993,@AmazonHelp More than one week still not resolved ..who will bear the loss....Bcoz of amazon i can't get the product #OnePlus5T @132994 @132995,75901,@132993 Could you please confirm if you've received a correspondence from our social media team here: https://t.co/8DAc10S7ww ? ^MN
75904,132993,@AmazonHelp Hope i m not going to get a help from you.Bye,75903,@132993 I understand your disappointment. Our team will get back to you with an update if you've shared your details with us. ^MN
75906,132993,@AmazonHelp I need a compensation for sure.....its purely your fault,75905,"@132993 I'm afraid we do not have a compensation policy. As our team is working on the issue, request you to wait for an update. Further, I'll be sure to pass your feedback to the concerned team internally. Appreciate your understanding. ^NK"
75908,132993,@AmazonHelp Just shared....if u can call me i will explain detaily...i will provide my number in personal message,75907,@132993 Thank you for confirming. We'll check and get back to you at the earliest. ^RI
75910,132993,@AmazonHelp I have already spoken to your customer care and it has been escalated too...i cannot repeat it time and time again.Better ask them,75909,"@132993 I understand that you're disappointed, Yuvaraj. We'd like to assist you. Please share your details through the link that was provided earlier so that we can check and help you out accordingly. ^NK"
75912,132993,"@AmazonHelp Already spoken to your customer executive detaily to hemalatha supervisor , no solution provided, purely frustrated.very worst experience",75911,"@132993 Sorry your concern hasn't been addressed yet, please share your details here: https://t.co/beaaDm0muc and we'll look into it right away. ^SU"
75914,132993,Bitter experience with @115850 bcoz of which i missed oneplus5T @132994 @132995 .Very poor service @115821,75913,@132993 We apologize for the inconvenience. Please let us know what went wrong so that we can look into it right away. ^BV
75916,132996,@AmazonHelp I've had two emails to say ita out for delivery (one today one yesterday) and when I click on track parcel it says it was handed to the customer.I have no idea who the courier is to sort this out,75918,@132996 Have you had a chance to look around to see if your parcel has been delivered to a safe place or to a neighbour on your behalf?^PJ
75919,132996,"@AmazonHelp It hasn't, plus I was in at the time it was supposedly delivered. Can you tell me the courier?",75920,"@132996 Since we aren't able to view that information via Twitter, and we want to further assist you, please reach out to us so that we can take a closer look into this for you. You can reach out to us here: https://t.co/JzP7hlA23B ^GP"
75917,132996,@AmazonHelp website says my parcel was 'handed directly to the customer' and it definitely wasn't!,75915,"@132996 I'm sorry you don't have your parcel! We'd like to help! To start, here are some quick tips to help locate a delivered parcel: https://t.co/gq9RKVQhPm ^TK"
75923,132997,@120474 when are Robert Plant tickets for Birmingham being dispatched?,75922,"@132997 Hello, Curtis! This resource may help you determine when you will receive your tickets: https://t.co/hlVkiNgMdB ^SA"
75926,132998,Estou baixando tudo quanto é livro gratuito e amostra grátis. Obrigada #kindle @117804,75924,"@132998 Muito amor, Iané 💕⚡️ Qual livro baixou? 🤔 ^VL"
75929,132999,@AmazonHelp I keep getting the DRM message and I have to delete the book off my kindle and redownload it. It's not all of my books but its been happening often. It's just inconvenient when Im on the go and want to read but then I can't because I have to redownload the book.,75931,@132999 Can you contact us directly so that we can look into this for you? You can get in contact via this link: https://t.co/hApLpMlfHN ^KI
75930,132999,@117634 it would be amazing if I don't have to keep downloading books ive already purchased and downloaded on my kindle. Im ready to get a nook because after years Im over it. Now I can't read because Im out and there are no hotspots #annoying,75927,"@132999 Hi, sorry to hear your having this issue. Did you download these books before? Could something have caused them to be deleted from your Kindle?^ES"
